,Link,Good Characters,Bad Characters
2641,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????209.88-391.13?????????????????????????????
??????4500????????????????????????????
???????????????????????????????????????
","
??
?????????????????????????????????????????
"
2642,https://shanghai.anjuke.com/community/view/218807,"
??
?????????317???????210?????390??5??????????????????
????????????????4500?????????????????
??????????????????????????????????????????????
","
??
??????5000????????
"
2643,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????210?247?308,340,391????????????????
???????????????????????????????????????????????
","
??
??5000???????????
"
2644,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????????????????????????4500??
??????????????????????????????????
","
??
??????5000???????????308????????
"
2645,https://shanghai.anjuke.com/community/view/218807,"
??
??????????1?2?5?6?7?8??????????210?-391??4??5????317?
???????????????????2010?????????????
","
??
???????????????
"
2646,https://shanghai.anjuke.com/community/view/218807,"
??
??????1,2,8???????????????1,2??390?????????8??308?340???
???????????????????659???????????222??????????????
","
??
???????????????????????????
"
2647,https://shanghai.anjuke.com/community/view/218807,"
??
??????????1 2 5 6  7 8?? ???308?394  ????????  1 2?????
???????? 4500????  ?????? ?? ?? ??? ???? ?????
","
??
??????5000??? ????????? ???
"
2648,https://shanghai.anjuke.com/community/view/218807,"
??
??????????1?2?5?6?7?8?????????308-394??????
????????4000???????????????????????????????????
","
??
??????????????????????5000????
"
2649,https://shanghai.anjuke.com/community/view/218807,"
??
???????????1?2?5?6?7?8?????????210-391???317?
??????????4500????????????????????????????
????????????????????????????????
","
??
??????308?????????????5000???
"
2650,https://shanghai.anjuke.com/community/view/218807,"
??
?????????1.2.5.6.7.8???????3?????210~391???317??
??????????4500???????????????????????????
?????????????????????2010??????????????
","
??
??????????????????
"
2651,https://shanghai.anjuke.com/community/view/218807,"
??
????????308????390??????40???????????
?????????2??????800????????????????????
","
??
?????????????
"
2652,https://shanghai.anjuke.com/community/view/218807,"
??
???????????2?1????????210---398???????
???????????????????????????????????????
???????2??????560??9??????810??
","
??
????????????????
"
2653,https://shanghai.anjuke.com/community/view/218807,"
??
?????????1?2?5?6?7?8?????????210-391????317??
???????????????1:1.????????4500????????????????????…????
","
??
???????????
"
2654,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????308?????????????????????????
??????????????????????2010????????????????
","
??
??????????????????????
"
2655,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????2?1????????????308-340????????????????????
????????????????????????????????????????????????????????
","
??
?????????????????????????????????????????
"
2656,https://shanghai.anjuke.com/community/view/218807,"
??
??????????308-340?????390-420??????????????????6???
?????????4500????????????????????????????????
??????????????????????????
???????????????????????????500???????????700???????
","
??
?????????????????????????????
"
2657,https://shanghai.anjuke.com/community/view/218807,"
??
???????????6??????30???????????????308??340?????391?????
???????????????????????????????????????
","
??
???????????????????????????????
"
2658,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????????????????210-398??????
???????????????? ????????????????????????????????????
???????2??????600??9??????800?? ??1000????????????500??
","
??
????????????????????
"
2659,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????209.88-391.13????????????????????????
??????4500??????????????????????????????????
","
??
???????????????
"
2660,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????2?1????????????308-340????????????????
????????????????????????????????1?2????????
??????200???????????????
???????2?????500????????500??
","
??
???????????
"
2661,https://shanghai.anjuke.com/community/view/218807,"
??
????????????317??209.88-391.13??????346.08-1035.54?????
???????????4500?????????????????????????????????????
??????????????????????????????????????????
","
??
???????????????????????
"
2662,https://shanghai.anjuke.com/community/view/218807,"
??
??????1,2???????????390??8?????????308/342?2????????????
??????????????????????????????????????????????????1:1???
??????2009-2011????????8-15??????1.5-2?/????????????????
???????????????????????????????12?/???????????????????
","
??
??????????????????
"
2663,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????????????????????????306-391??????????
??????????????4500????????????????????????????????????
?????????50%????????????????500????????40??????????????
","
??
????????????????????????????????
"
2664,https://shanghai.anjuke.com/community/view/218807,"
??
?????????308?340?391?????39-40??????????????
?????????2??????680??2??????1000???9????????1.4???
","
??
?????????????
"
2665,https://shanghai.anjuke.com/community/view/218807,"
??
??????1?2???391-392??????7-8???308?321????5,6,7?????????
???????????????????????????????????????????????????????
?????????????????2010???
","
??
?????????????
"
2666,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????????2?1???210-398?3?-5??????????
?????????4500??????????????????????????????????
?????????????????????9??????????1000???
","
??
?????????????????????????
"
2667,https://shanghai.anjuke.com/community/view/218807,"
??
?????????6??,??2?1?????210-398? 3-5?????????????????????
???????????4500????????????????????????????????????????
??????????????????“????????”????????????????????????????
","
??
???????????????????????????????????????????
"
2668,https://shanghai.anjuke.com/community/view/218807,"
??
????????1?2?8?????????????????????3????5?6?7????????????
????????????????????????????????????????
??????????????????????????????????????????????????1000??
","
??
??????????????????????????????
"
2669,https://shanghai.anjuke.com/community/view/218807,"
??
????????1/2/7/8?????302??320????388????5/6??????????????
??????????????????4500??????????????????????????????
?????????????????????2012???????????????????????????????
????????????800????????????????????????1088?????????
??????????800?2???????????????????????????????????????
","
??
??????????????????
"
2670,https://shanghai.anjuke.com/community/view/218807,"
??
??????308?388???4?5?????????????????????1?????????1.36??
????????????????????????????????3????2008??2009?.2010??
????????????????????????????????35??????????????????
","
??
??????????????????????
"
2671,https://shanghai.anjuke.com/community/view/218807,"
??
???????????210-398???????? ???????? ?????? ?????
??????4500????????????????????????????? ???????2800?/??
?????????????????????????????????
","
??
?????? ????????? 5000W? ??????
"
2672,https://shanghai.anjuke.com/community/view/218807,"
??
???????????300???????3??4??????????????????
???????????????????????????30-40?????????
","
??
??????????????
"
2673,https://shanghai.anjuke.com/community/view/218807,"
??
????????300-390????????????????
?????????????????????????????????????????????
?????????????????????????????
","
??
????????????????????
"
2674,https://shanghai.anjuke.com/community/view/218807,"
??
??????????4???6??????300-400?????????????????
?????????????1.2??12????14????????????????
?????????2??????1000?????????????????
","
??
???????????????????
"
2675,https://shanghai.anjuke.com/community/view/218807,"
??
?????????200???????????
????????????????????????791,961,961?????2??????????600?
","
??
????????????
"
2676,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????????????390? ??320??? ???????
???????????4500????????????????????????????????????
????????500?????1000???????????????
????????????????????????????????????
????????????????????????????????5?????????????????? ????
","
??
?????????????????????????????????????????????????????????? ??????
"
2677,https://shanghai.anjuke.com/community/view/218807,"
??
????????1.2?? ???36? ??390?? ???????????? ????? ????????
?????????2??????300? ?????????????20??961.313??????????
","
??
??211???????? ???? ????????? ????????
"
2678,https://shanghai.anjuke.com/community/view/218807,"
??
??????????317????????210-390??????????6???5-6-7??1-2-8??
??????????4500?????????????????????????
?????????????1??????????????????
","
??
??????????????
"
2679,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????210-390?3-5???????????????
??????4500????????????????????????????????24h???
??????????100?????????????500???????500???
","
??
?????????????????
"
2680,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????308~340??3~5?????????????????
???????????????????????????????
","
??
??????????????????????????
"
2681,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????????????2010??????????????????????
?????????????200????????????????????????????
???????????800????9????????????????????????
","
??
??????????
"
2682,https://shanghai.anjuke.com/community/view/218807,"
??
??????????;??2??211-260-308-320-398?3-4?????????????????
??????????5000??????????????????????????????1?1???
????????????10?????????????????????????????????????
????????-????????????
","
??
????317?????(????????????????????
"
2683,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????390???????????????5????????????
??????????600????????????????????????????????????????
?????????2010??????????????????????????????
","
??
??????????????????????
"
2684,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????210-398??3-5????????????????????
??????????4500??????????????????????????15??????????
??????????????????????????????????
??????????????????????????????????????
","
??
????????????????
"
2685,https://shanghai.anjuke.com/community/view/218807,"
??
?????????5?39-40????????????????210?-390??2?1?????????
????????????4500????????????????????????????????
??????????????????????????????????????????????????????
","
??
????????????
"
2686,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????308-340?????390-420???????????????
????????????????????????????????????????????????????????
???????????????????????240?????????????????????????????
?????????30%??????????????????????????500??????
","
??
?????????????????????
"
2687,https://shanghai.anjuke.com/community/view/218807,"
??
???????????????6?????308?340??????317????????5?6,7?????
????????????????5500?????????????????????????????
","
??
????????????????15-20????5000??
"
2688,https://shanghai.anjuke.com/community/view/218807,"
??
???????????6????????31—37????? ?321? ???? ??????  ??390?
??????????????? ?????????? ???? ?????? ???? 600???
????????2008?-2010??? ????????? ???? ???? ??????? ??????
??????????????????  ?????????? ?????28-37? ??????? ?????
","
??
??????  ???? ????????? ??????  ???????? ????????????  ????
"
2689,https://shanghai.anjuke.com/community/view/218807,"
??
????????6???????308-420??????????????????100??????
??????????????????????????????????????????
??????250????????????????????????
","
??
?????????????????
"
2690,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????????12?/?/???????????????
","
??
??????1:1?????
"
2691,https://shanghai.anjuke.com/community/view/218807,"
??
???????????317???6???????????5?6?7??????????308-340?????
???????????????5500???????????????????
????????????????????????????
","
??
??????????
"
2692,https://shanghai.anjuke.com/community/view/218807,"
??
?????????209-309?????4??346?5??1035??????5.6.7?????????
????????????????????????????????????????
???????????????????????????????????????
","
??
????????????????????
"
2693,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????308-723??????????????????
??????????????????????????????1:2??????????????
","
??
??????15-25????5000??????????
"
2694,https://shanghai.anjuke.com/community/view/218807,"
??
??????1?2??1?1??8??2?2??5?6?7????????????308-340??4?
?????????????????????2009???????1.5-2??????
?????????500??????????700?????????????????
","
??
????????????????????
"
2695,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????308-340?????390-420????????????
????????2009?????2010????????????????????????1.5-2?/?.
????????????????????????????????500????????700???????
","
??
???????????????????????
"
2696,https://shanghai.anjuke.com/community/view/218807,"
??
???????4?????????????100????????308-340?4??390-420?5????
??????2009??????2010????????8-15?????????????????
","
??
?????????????????15??
"
2697,https://shanghai.anjuke.com/community/view/218807,"
??
???????5?????????????????308-390???????????????
????????????????????????????????????????????????????????
????????300?????????????????????????????????????????????
","
??
????????????????
"
2698,https://shanghai.anjuke.com/community/view/218807,"
??
????????311??211??-390??3-5????567????????????????????
????????1??????????????????????????????????????????????
","
??
?????????????????????????????
"
2699,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????5?31-37??????????209-3902??????????
?????????????????????????????????????????
","
??
?????????????????????
"
2700,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????209-319?4???1?2???1?1??8???2?2??5?6?7????
??????????1?????????????????????????
????????????????????500??????????????
","
??
?????????????????????
"
2701,https://shanghai.anjuke.com/community/view/218807,"
??
??????????209?-391??3??4???346?-1035??5??????5??6?7?????
????????????????????????????????????????????????
????????476???????????????883???????539????????720??????
????????2??14????????756??????791??961??????????5?106?
","
??
????????????????
"
2702,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????209??319???4??346?5???1035????5?6?7???
???????????5500?????????????????????????????1?1????????
?????????????????????539????????720????????
","
??
1????????????????????????????
2?????????????
"
2703,https://shanghai.anjuke.com/community/view/218807,"
??
????????????209.88?-391.13??????346?08?-1035.54??????
???????????????????????????????????????????????
??????????200???????????????????????????????????3000??
?????????800???2???????? ??600??9?????????????100??
????????????90%??????????????????????????35-45?????????
","
??
???????????????????
"
2704,https://shanghai.anjuke.com/community/view/218807,"
??
?????????209--3902???? ???? ?????????? ?????????
??????????????5500??? ???????? ?? ??? ??? ???????
","
??
?????? ??? ???????
"
2705,https://shanghai.anjuke.com/community/view/218807,"
??
????????????? ?? 308??340??4? ????????
??????????????????40???
","
??
??????????? ?????????
"
2706,https://shanghai.anjuke.com/community/view/218807,"
??
?????????209?-391????????346?-1035????????5?6?7????????
??????????????????????????????????????????
?????????500???????????????????????????????????????
????????1????????????????????????????????????????
","
??
???????????????????????
"
2707,https://shanghai.anjuke.com/community/view/218807,"
??
???????????????????????????600??????????????????
????????????500?????????CEO??????????????????
","
??
?????????????????
"
2708,https://shanghai.anjuke.com/community/view/218807,"
??
??????5/6/7?????????????209-391?/???346-1035?/??????????
??????????/??????210????????3000?
??????2?????200??????100????????200?
","
??
??????????????
"
2709,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????270???310???????????????????????????????
????????????iapm???????????????????????????
?????????????????1943????????????????????*??????
","
??
?????????????3.2 %???????????????????
"
2710,https://shanghai.anjuke.com/community/view/218807,"
??
?????????209-3902????????????????????
????????1?????????????????????????????
","
??
?????????????????????
"
2711,https://shanghai.anjuke.com/community/view/218807,"
??
??????209-391???????346-1035???????5?6?7?????????????
???????????????4500??????????600??????????????????????
?????????500?????????????????????????????????????????
??????210???????????????3???????????
??????2?????200??110??????200???????
","
??
?????????????????????????BOSS???????????????????????????????CBD??????????????
"
2712,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????????????????????????????????????????
?????????????????????????40????????????
","
??
??? ????????
"
2713,https://shanghai.anjuke.com/community/view/218807,"
??
????????????209.88-391.13?? ??????346.08-1035.54? ??????
????????????????????????????????????????
????????????860??2?????????600??9?????????
?????????????????????????????????????????????
","
??
????????????????????????????????????????????????
"
2714,https://shanghai.anjuke.com/community/view/218807,"
??
??????????308?---390???????????????
??????????????5500?????????????????????????????
","
??
????????????????????
"
2715,https://shanghai.anjuke.com/community/view/218807,"
??
????????????320??390???????
??????????40-50???????????????????????
","
??
???????????15???????????????
"
2716,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????221?????390??????????2???
?????????????????????????50????????????
","
??
????18??????????
"
2717,https://shanghai.anjuke.com/community/view/218807,"
??
???????????????????????????????
?????????????????????????????1?3?????????
","
??
????????????????
"
2718,https://shanghai.anjuke.com/community/view/218807,"
??
????????1?2?????390??????????????????????????????????
????????????500?????????????
?????????????????????800???????????????????2??????800?
","
??
????????????????????????
"
2719,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????39????308???590??????????
?????????????300?? ???800????????500????
","
??
?????308????5000??
"
2720,https://shanghai.anjuke.com/community/view/218807,"
??
????????247?421?3??5?
????????317?   ??600???????????????????
","
??
?????????????
"
2721,https://shanghai.anjuke.com/community/view/218807,"
??
??????????500??????????????????????
","
??
???????????????????
"
2722,https://shanghai.anjuke.com/community/view/218807,"
??
???????????????????304-421???????????????????????
???????????500?????????????????????????????????????
???????2??800??????300????100?
","
??
???????????
"
2723,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????400?4??5????????????????????????
??????????317?????600????????????????????????????
???????????????500?????????????????????????50???????50??
?????????3????????????,????????????????????????????????
?????????2??????800?????961?313?????????????????????????
","
??
???????????????????4500?????????????????????
"
2724,https://shanghai.anjuke.com/community/view/218807,"
??
?????????4?????211?-390?3?-5??????????????100??????????
??????????????300????????????
??????2??????300??????500??
","
??
???????????????
"
2725,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????209-391???????????????????????????
????????4500??????????????????????
?????????????????????????????????A??????????????????.
","
??
???????????????????????????????????????
"
2726,https://shanghai.anjuke.com/community/view/218807,"
??
????????5??34-41???????????210-390???3-5????317????????
????????5000?????????????????????????????????????????
??????09????10?????????????????????????????95??
??????80%?????????40-45??????????CEO,?????????
","
??
???????????????????????????????????
"
2727,https://shanghai.anjuke.com/community/view/218807,"
??
?????????247-421?3??5???????????598-723?
???????????????????????1000?????????
","
??
????????????????
"
2728,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????????12?/?/????????
","
??
???????1:1???????
"
2729,https://shanghai.anjuke.com/community/view/218807,"
??
??????????308?340????391??????????????
?????????4500???????????????????
????????????????????09????????????????
","
??
???????????????
"
2730,https://shanghai.anjuke.com/community/view/218807,"
??
???????????????????????300-400????????4??????????????
???????????????????????????????SPA????1:1.5???????
??????500???????????????1km??????????????
","
??
??????????????????????????????????
"
2731,https://shanghai.anjuke.com/community/view/218807,"
??
???????????304-421????-????????????100???????????????
??????????????497???????????????????????????????????????
","
??
?????12-18??????????5000???????1????
"
2732,https://shanghai.anjuke.com/community/view/218807,"
??
???????????2?????????????????????????
????????500???????????pin??????????????????????
????????????500??????800?????????????
","
??
??????????????????
"
2733,https://shanghai.anjuke.com/community/view/218807,"
??
????????????390?????308?302???????????????????????
???????????4500??????????????????????????????????2800?/?
??????????????????09??????????????????????????
","
??
?????CBD??????????????????????????????
"
2734,https://shanghai.anjuke.com/community/view/218807,"
??
????????300??????????????????????????90????????????
???????????????????????????????????????????????????
??????2012?????????.??????????????????
??????????40???????????????????
3:5?????????????????????
","
??
???????????????????????
????????????????????????????????????
"
2735,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????1???????????????800?????????????????????
????????????A???????????????????????
","
??
????????????????
"
2736,https://shanghai.anjuke.com/community/view/218807,"
??
????????317?6?????302-380?????????????????????????
?????????500??2????????????800??9???????????????????????
","
??
??????????????15-20???????????
"
2737,https://shanghai.anjuke.com/community/view/218807,"
??
??????2?1??????210-398?????????????????????????
?????????????????????????????????
?????????????????????????????????????????????????
","
??
???311??????????????????
"
2738,https://shanghai.anjuke.com/community/view/218807,"
??
??????????317???304-396????????????100????????????????
?????????500??2???????????800??9??????????????????????
????????????????????????????????????????????????????
????????????????40-60????????????????????
?????????????????????????????24h????????????12??????
","
??
??????????????????15??????????
"
2739,https://shanghai.anjuke.com/community/view/218807,"
??
??????????308--390?????????????????80????
???????????????4500??????????????????????????51%?
???????????2???????200????????600????300???????
?????????????????CEO???500????????40-60????????
","
??
???????15????????5000???????
"
2740,https://shanghai.anjuke.com/community/view/218807,"
??
?????????317???304-396??????????????????10?????????
??????????2??????4500?????????????????600???????????
????????500???????????????2009?????????????????2?/??????
??????ifc200??????500??????800???????????1?????????????
?????????????????????????????????????????????????????
","
??
??5000??????????????????
"
2741,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????209.88-391.13?????????????????????????????
??????4500????????????????????????????
???????????????????????????????????????
","
??
?????????????????????????????????????????
"
2742,https://shanghai.anjuke.com/community/view/218807,"
??
?????????317???????210?????390??5??????????????????
????????????????4500?????????????????
??????????????????????????????????????????????
","
??
??????5000????????
"
2743,https://shanghai.anjuke.com/community/view/218807,"
??
???????????325??390??????????????80????
??????????????????????????????
","
??
?????????15????????5000???????
"
2744,https://shanghai.anjuke.com/community/view/218807,"
??
?????????4?????300????????????????100??????????
???????????????????????????????????2??????????
????????????????????????12?/?/?????????????
","
??
????????????
"
2745,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????308-390??????????????10?????????
??????????1???????????????????????
????????09??????????????????????????????????????????????
","
??
??????5000???
"
2746,https://shanghai.anjuke.com/community/view/218807,"
??
??????????4500???????????????????????????????1:1?????
?????????????????400????????????????????????????
????????????????????????????12????????????
","
??
??300????????????????
"
2747,https://shanghai.anjuke.com/community/view/218807,"
??
??????????317???304-396????????????100????????????????
???????????2??????4500?????????????????????????????
?????????500??2???????????800??9??????????????????????
????????????????40-60????????????????????
?????????????????????????????24h????????????12?/??????
","
??
???????????15????????
"
2748,https://shanghai.anjuke.com/community/view/218807,"
??
??????????317???????????210?-390???????????????????????
?????????????4500?????????????????????????????????
????????????????????2009????1-2?/??????
????????300????????????????????500???????????????????
?????????2??600???9??????900?????????????300???
","
??
??????????????????????????????????????????
"
2749,https://shanghai.anjuke.com/community/view/218807,"
??
?????????209?-391???.???346-1035?5???317????5.6.7???????
??????????5500?????????????????????????????????????
??????2009????2010????????8-15??????????????????
?????????????????????250??????????????500?????????
","
??
?????????????
"
2750,https://shanghai.anjuke.com/community/view/218807,"
??
??????????6?????????308--390????????????520--800????
?????????????1:1???????????????????????????????51%?
?????????????700????2???????????300??????????600????????
?????????????????CEO?????????500??????????1:4?
","
??
??????????????
"
2751,https://shanghai.anjuke.com/community/view/218807,"
??
????????????? ??4500?  ?????1:1??????????
???????????40??????? ????? ?????
???????????? ???? ?????? ?????? ????????
","
??
???? ?????
"
2752,https://shanghai.anjuke.com/community/view/218807,"
??
???????????210-420????320????390????????????????????100?
??????????4500?????????????????SPA???????????????????1:1
????????????????????????1.5-2?/???????????????????????
???????????????500????????????????????????????
????????????????????????????????12??24H??????????????
","
??
??????????????????????????????????
"
2753,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????210?247?308,340,391????????????????
???????????????????????????????????????????????
","
??
??5000???????????
"
2754,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????????????????????????4500??
??????????????????????????????????
","
??
??????5000???????????308????????
"
2755,https://shanghai.anjuke.com/community/view/218807,"
??
??????????1?2?5?6?7?8??????????210?-391??4??5????317?
???????????????????2010?????????????
","
??
???????????????
"
2756,https://shanghai.anjuke.com/community/view/218807,"
??
??????1,2,8???????????????1,2??390?????????8??308?340???
???????????????????659???????????222??????????????
","
??
???????????????????????????
"
2757,https://shanghai.anjuke.com/community/view/218807,"
??
??????????1 2 5 6  7 8?? ???308?394  ????????  1 2?????
???????? 4500????  ?????? ?? ?? ??? ???? ?????
","
??
??????5000??? ????????? ???
"
2758,https://shanghai.anjuke.com/community/view/218807,"
??
??????????1?2?5?6?7?8?????????308-394??????
????????4000???????????????????????????????????
","
??
??????????????????????5000????
"
2759,https://shanghai.anjuke.com/community/view/218807,"
??
???????????1?2?5?6?7?8?????????210-391???317?
??????????4500????????????????????????????
????????????????????????????????
","
??
??????308?????????????5000???
"
2760,https://shanghai.anjuke.com/community/view/218807,"
??
?????????1.2.5.6.7.8???????3?????210~391???317??
??????????4500???????????????????????????
?????????????????????2010??????????????
","
??
??????????????????
"
2761,https://shanghai.anjuke.com/community/view/218807,"
??
????????308????390??????40???????????
?????????2??????800????????????????????
","
??
?????????????
"
2762,https://shanghai.anjuke.com/community/view/218807,"
??
???????????2?1????????210---398???????
???????????????????????????????????????
???????2??????560??9??????810??
","
??
????????????????
"
2763,https://shanghai.anjuke.com/community/view/218807,"
??
?????????1?2?5?6?7?8?????????210-391????317??
???????????????1:1.????????4500????????????????????…????
","
??
???????????
"
2764,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????308?????????????????????????
??????????????????????2010????????????????
","
??
??????????????????????
"
2765,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????2?1????????????308-340????????????????????
????????????????????????????????????????????????????????
","
??
?????????????????????????????????????????
"
2766,https://shanghai.anjuke.com/community/view/218807,"
??
??????????308-340?????390-420??????????????????6???
?????????4500????????????????????????????????
??????????????????????????
???????????????????????????500???????????700???????
","
??
?????????????????????????????
"
2767,https://shanghai.anjuke.com/community/view/218807,"
??
???????????6??????30???????????????308??340?????391?????
???????????????????????????????????????
","
??
???????????????????????????????
"
2768,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????????????????210-398??????
???????????????? ????????????????????????????????????
???????2??????600??9??????800?? ??1000????????????500??
","
??
????????????????????
"
2769,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????209.88-391.13????????????????????????
??????4500??????????????????????????????????
","
??
???????????????
"
2770,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????2?1????????????308-340????????????????
????????????????????????????????1?2????????
??????200???????????????
???????2?????500????????500??
","
??
???????????
"
2771,https://shanghai.anjuke.com/community/view/218807,"
??
????????????317??209.88-391.13??????346.08-1035.54?????
???????????4500?????????????????????????????????????
??????????????????????????????????????????
","
??
???????????????????????
"
2772,https://shanghai.anjuke.com/community/view/218807,"
??
??????1,2???????????390??8?????????308/342?2????????????
??????????????????????????????????????????????????1:1???
??????2009-2011????????8-15??????1.5-2?/????????????????
???????????????????????????????12?/???????????????????
","
??
??????????????????
"
2773,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????????????????????????306-391??????????
??????????????4500????????????????????????????????????
?????????50%????????????????500????????40??????????????
","
??
????????????????????????????????
"
2774,https://shanghai.anjuke.com/community/view/218807,"
??
?????????308?340?391?????39-40??????????????
?????????2??????680??2??????1000???9????????1.4???
","
??
?????????????
"
2775,https://shanghai.anjuke.com/community/view/218807,"
??
??????1?2???391-392??????7-8???308?321????5,6,7?????????
???????????????????????????????????????????????????????
?????????????????2010???
","
??
?????????????
"
2776,https://shanghai.anjuke.com/community/view/218807,"
??
????????????????????2?1???210-398?3?-5??????????
?????????4500??????????????????????????????????
?????????????????????9??????????1000???
","
??
?????????????????????????
"
2777,https://shanghai.anjuke.com/community/view/218807,"
??
?????????6??,??2?1?????210-398? 3-5?????????????????????
???????????4500????????????????????????????????????????
??????????????????“????????”????????????????????????????
","
??
???????????????????????????????????????????
"
2778,https://shanghai.anjuke.com/community/view/218807,"
??
????????1?2?8?????????????????????3????5?6?7????????????
????????????????????????????????????????
??????????????????????????????????????????????????1000??
","
??
??????????????????????????????
"
2779,https://shanghai.anjuke.com/community/view/218807,"
??
????????1/2/7/8?????302??320????388????5/6??????????????
??????????????????4500??????????????????????????????
?????????????????????2012???????????????????????????????
????????????800????????????????????????1088?????????
??????????800?2???????????????????????????????????????
","
??
??????????????????
"
2780,https://shanghai.anjuke.com/community/view/218807,"
??
??????308?388???4?5?????????????????????1?????????1.36??
????????????????????????????????3????2008??2009?.2010??
????????????????????????????????35??????????????????
","
??
??????????????????????
"
2781,https://shanghai.anjuke.com/community/view/218807,"
??
???????????210-398???????? ???????? ?????? ?????
??????4500????????????????????????????? ???????2800?/??
?????????????????????????????????
","
??
?????? ????????? 5000W? ??????
"
2782,https://shanghai.anjuke.com/community/view/218807,"
??
???????????300???????3??4??????????????????
???????????????????????????30-40?????????
","
??
??????????????
"
2783,https://shanghai.anjuke.com/community/view/218807,"
??
????????300-390????????????????
?????????????????????????????????????????????
?????????????????????????????
","
??
????????????????????
"
2784,https://shanghai.anjuke.com/community/view/218807,"
??
??????????4???6??????300-400?????????????????
?????????????1.2??12????14????????????????
?????????2??????1000?????????????????
","
??
???????????????????
"
2785,https://shanghai.anjuke.com/community/view/218807,"
??
?????????200???????????
????????????????????????791,961,961?????2??????????600?
","
??
????????????
"
2786,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????????????390? ??320??? ???????
???????????4500????????????????????????????????????
????????500?????1000???????????????
????????????????????????????????????
????????????????????????????????5?????????????????? ????
","
??
?????????????????????????????????????????????????????????? ??????
"
2787,https://shanghai.anjuke.com/community/view/218807,"
??
????????1.2?? ???36? ??390?? ???????????? ????? ????????
?????????2??????300? ?????????????20??961.313??????????
","
??
??211???????? ???? ????????? ????????
"
2788,https://shanghai.anjuke.com/community/view/218807,"
??
??????????317????????210-390??????????6???5-6-7??1-2-8??
??????????4500?????????????????????????
?????????????1??????????????????
","
??
??????????????
"
2789,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????210-390?3-5???????????????
??????4500????????????????????????????????24h???
??????????100?????????????500???????500???
","
??
?????????????????
"
2790,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????308~340??3~5?????????????????
???????????????????????????????
","
??
??????????????????????????
"
2791,https://shanghai.anjuke.com/community/view/218807,"
??
??????????????????????????2010??????????????????????
?????????????200????????????????????????????
???????????800????9????????????????????????
","
??
??????????
"
2792,https://shanghai.anjuke.com/community/view/218807,"
??
??????????;??2??211-260-308-320-398?3-4?????????????????
??????????5000??????????????????????????????1?1???
????????????10?????????????????????????????????????
????????-????????????
","
??
????317?????(????????????????????
"
2793,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????390???????????????5????????????
??????????600????????????????????????????????????????
?????????2010??????????????????????????????
","
??
??????????????????????
"
2794,https://shanghai.anjuke.com/community/view/218807,"
??
?????????????????210-398??3-5????????????????????
??????????4500??????????????????????????15??????????
??????????????????????????????????
??????????????????????????????????????
","
??
????????????????
"
2795,https://shanghai.anjuke.com/community/view/218807,"
??
?????????5?39-40????????????????210?-390??2?1?????????
????????????4500????????????????????????????????
??????????????????????????????????????????????????????
","
??
????????????
"
